director_name,actor_2_name,actor_1_name,movie_title,actor_3_name
Asghar Farhadi,Leila Hatami,Shahab Hosseini,A Separation ,Peyman Moaadi
Justin Molotnikov,Stephen McCole,Jo Hartley,Crying with Laughter ,Joe Cassidy
Todd Solondz,Ken Leung,Heather Matarazzo,Welcome to the Dollhouse ,Christina Vidal
Victor Nunez,Todd Field,Allison Dean,Ruby in Paradise ,Dorothy Lyman
Peter Sollett,Melonie Diaz,Victor Rasuk,Raising Victor Vargas ,Judy Marte
Georg Wilhelm Pabst,Francis Lederer,Louise Brooks,Pandora's Box ,Fritz Kortner
Daniel Davila,Melora Walters,Martin Landau,Harrison Montgomery ,Diane Baker
Jorge Gaggero,Hilda Bernard,Norma Aleandro,Live-In Maid ,Claudia Lapacó
Rod Lurie,Kathryn Morris,Kevin Pollak,Deterrence ,Timothy Hutton
Michael Burke,Tom Guiry,Zachary Knighton,The Mudge Boy ,Ryan Donowho
Catherine Jelski,Eion Bailey,Leslie Bibb,The Young Unknowns ,Arly Jover
Shane Dawson,Kurt Angle,Shane Dawson,Not Cool ,Cherami Leigh
Tommy Wirkola,Stig Frode Henriksen,Bjørn Sundquist,Dead Snow ,Ane Dahl Torp
Ryan Little,Larry Bagby,Corbin Allred,Saints and Soldiers ,Kirby Heyborne
Clark Baker,Alan Pietruszewski,Taylor Pigeon,Vessel ,Whit Spurgeon
George Lucas,Ron Howard,Harrison Ford,American Graffiti ,Mackenzie Phillips
Robert Greenwald,Katy Helvenston-Wettengal,Scott Helvenston,Iraq for Sale: The War Profiteers ,Donna Zovko
Matt Maiellaro,Fred Armisen,Tina Fey,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Chris Kattan
Colin Trevorrow,Mark Duplass,Mary Lynn Rajskub,Safety Not Guaranteed ,Jeff Garlin
Leslie Small,Larry King,Isaac C. Singleton Jr.,Kevin Hart: Laugh at My Pain ,Jeanette Branch
Ben Wheatley,Ben Crompton,MyAnna Buring,Kill List ,Neil Maskell
Ti West,Jake Ryan,Lena Dunham,The Innkeepers ,Pat Healy
David S. Goyer,Atticus Shaffer,Gary Oldman,The Unborn ,Rachel Brosnahan
Bernardo Bertolucci,Stefania Sandrelli,Jean-Louis Trintignant,The Conformist ,Dominique Sanda
Neil Burger,Christel Khalil,Raymond J. Barry,Interview with the Assassin ,Renee Faia
Oliver Blackburn,Nichola Burley,Julian Morris,Donkey Punch ,Tom Burke
Jonathan Levine,Michael Welch,Luke Grimes,All the Boys Love Mandy Lane ,Whitney Able
Christopher Hutson,Jennifer Lee Wiggins,Dichen Lachman,Bled ,Michele Morrow
Fred Zinnemann,Lloyd Bridges,Gary Cooper,High Noon ,Lon Chaney Jr.
Steve James,Arthur Agee,William Gates,Hoop Dreams ,Isiah Thomas
David LaChapelle,Christopher Toler,Kevin Scott Richardson,Rize ,Tommy the Clown
Joseph Kosinski,Lauren Cohan,Peter Dinklage,Destiny ,Erick Avari
Michael Cuesta,Bruce Altman,Adam LeFevre,L.I.E. ,Walter Masterson
Caryn Waechter,Kara Hayward,Laura Fraser,The Sisterhood of Night ,Louis Ozawa Changchien
Emily Dell,Wesley Jonathan,Aimee Garcia,B-Girl ,Drew Sidora
Peter Jackson,Thomas Kretschmann,Naomi Watts,King Kong ,Evan Parke
Jaume Collet-Serra,Paris Hilton,Robert Ri'chard,House of Wax ,Brian Van Holt
Ryan Fleck,Tristan Mack Wilds,Ryan Gosling,Half Nelson ,Jeff Lima
Jennifer Wynne Farmer,Akima,Irene Bedard,Naturally Native ,Max Gail
Christopher Scott Cherot,Robinne Lee,Hill Harper,Hav Plenty ,Chenoa Maxwell
H.M. Coakley,Steffinnie Phrommany,Mehcad Brooks,Adulterers ,Danielle Savre
Randy Moore,Lee Armstrong,Trey Loney,Escape from Tomorrow ,Amy Lucas
Chris Atkins,Harvey Weinstein,Richard Curtis,Starsuckers ,Elton John
Bill Benenson,Dave Fennoy,Alfre Woodard,The Hadza: Last of the First ,Jane Goodall
Ryan Smith,Madison Lintz,Sandra Ellis Lafferty,After ,Karolina Wydra
Travis Romero,Lorraine Ziff,Matthew Ziff,Treachery ,Michael Biehn
Anna Mastro,Justin Kirk,Leven Rambin,Walter ,Virginia Madsen
Mark Sandrich,Edward Everett Horton,Ginger Rogers,Top Hat ,Eric Blore
Daniel Myrick,Joshua Leonard,Heather Donahue,The Blair Witch Project ,Michael C. Williams
Michael Wadleigh,Jimi Hendrix,Joe Cocker,Woodstock ,Joan Baez
John Landis,Barry Dennen,David Zucker,The Kentucky Fried Movie ,Tara Strohmeier
Jon Gunn,David A.R. White,Stacy Keach,Mercy Streets ,Cynthia Watros
Gene Teigland,Matthew Feeney,Kendyl Joi,Arnolds Park ,Tac Fitzgerald
Scott Ziehl,Jason London,William Smith,Broken Vessels ,Brent David Fraser
Richard Montoya,Angela Nordeng,Nicholas Gonzalez,Water & Power ,Exie Booker
Johanna Schwartz,Garba Touré,Aliou Touré,They Will Have to Kill Us First ,Khaira Arby
William Gazecki,Colin Andrews,Karen Alexander,Crop Circles: Quest for Truth ,Francine Blake
Lance McDaniel,Steven Michael Quezada,Russell Wong,Light from the Darkroom ,Lymari Nadal
Thomas Lilti,Félix Moati,François Cluzet,Irreplaceable ,Marianne Denicourt
Michael Walker,Annabella Sciorra,Paula Garcés,The Maid's Room ,John Brodsky
Richard Lester,Ringo Starr,Paul McCartney,A Hard Day's Night ,George Harrison
U. Roberto Romano,,,The Harvest/La Cosecha ,
Amy Holden Jones,Sally Kirkland,Jamie Lee Curtis,Love Letters ,Amy Madigan
Blaz Zavrsnik,Spela Colja,Dario Nozic Serini,Julija in alfa Romeo ,Andrej Nahtigal
Alex Kendrick,Ken Bevel,Kirk Cameron,Fireproof ,Erin Bethea
Pan Nalin,Pant Shirt Baba,Bhole Baba,Faith Connections ,Shriman Umeshanad Brahmachari
Joe Camp,Peter Breck,Frances Bavier,Benji ,Edgar Buchanan
Chris Kentis,Saul Stein,Blanchard Ryan,Open Water ,Daniel Travis
Matt Walsh,Matt Jones,Joe Lo Truglio,High Road ,Abby Elliott
John 'Bud' Cardos,Hoke Howell,Woody Strode,Kingdom of the Spiders ,Tiffany Bolling
Marilyn Agrelo,Eva Carrozza,Heather Berman,Mad Hot Ballroom ,Paul Daggett
Tom McCarthy,Joe Lo Truglio,Peter Dinklage,The Station Agent ,Paula Garcés
Brian Baugh,Sean Michael Afable,Randy Wayne,To Save a Life ,D. David Morin
Patrick Creadon,Bill Clinton,Ken Burns,Wordplay ,Bob Dole
Barry W. Blaustein,Vince McMahon,Terry Funk,Beyond the Mat ,Mick Foley
Kurt Hale,Lincoln Hoppe,Kirby Heyborne,The Singles Ward ,Daryn Tufts
Siddiq Barmak,Zubaida Sahar,Marina Golbahari,Osama ,Mohamad Haref Harati
Joseph Dorman,Peter Riegert,Rachel Dratch,Sholem Aleichem: Laughing in the Darkness ,Jason Kravits
Greg Harrison,Ari Gold,Rachel True,Groove ,Denny Kirkwood
Kurt Hale,Big Budah,Kirby Heyborne,The R.M. ,Curt Doussett
Michael Polish,William Katt,Sasha Alexander,Twin Falls Idaho ,Jon Gries
Jacob Aaron Estes,Scott Mechlowicz,Rory Culkin,Mean Creek ,Trevor Morgan
Morgan J. Freeman,Heather Matarazzo,Edie Falco,Hurricane Streets ,Lynn Cohen
Eric Schaeffer,Bill Duke,Peter Dinklage,Never Again ,Michael McKean
Neema Barnette,LisaRaye McCoy,Monica Calhoun,Civil Brand ,Clifton Powell
Steve Buscemi,Seymour Cassel,Kevin Corrigan,Lonesome Jim ,Mary Kay Place
Joe Swanberg,Anna Kendrick,Olivia Wilde,Drinking Buddies ,Ti West
Molly Bernstein,Ricky Jay,David Mamet,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Dick Cavett
Akira Kurosawa,Minoru Chiaki,Takashi Shimura,Seven Samurai ,Kamatari Fujiwara
Marius A. Markevicius,Greg Speirs,Tommy Sheppard,The Other Dream Team ,Mickey Hart
Tom DiCillo,Tina Louise,Brad Pitt,Johnny Suede ,Nick Cave
Justin Lin,Jake Sandvig,Monique Gabriela Curnen,Finishing the Game: The Search for a New Bruce Lee ,Joe McQueen
Quentin Dupieux,Jack Plotnick,Haley Ramm,Rubber ,Cecelia Antoinette
Tim Johnson,Matt Jones,Jim Parsons,Home ,April Winchell
C. Jay Cox,Amber Benson,Tori Spelling,Kiss the Bride ,Garrett M. Brown
Alex Smith,Clea DuVall,Ryan Gosling,The Slaughter Rule ,Eddie Spears
Gareth Edwards,Whitney Able,Scoot McNairy,Monsters ,Ricky Catter
Jonathan Parker,Joanne Whalley,Keith Carradine,The Californians ,Illeana Douglas
Sol Tryon,Ann Dowd,Jim Gaffigan,The Living Wake ,Matthew Cowles
Alex Craig Mann,Christa B. Allen,Justin Chon,Detention of the Dead ,Max Adler
Hao Ning,Zheng Xu,Bo Huang,Crazy Stone ,Zhonghua Chen
Stephen Kijak,Jacques Brel,Brian Eno,Scott Walker: 30 Century Man ,Damon Albarn
Marc Forster,Alan Ruck,Radha Mitchell,Everything Put Together ,Megan Mullally
Andrew Niccol,Zoë Kravitz,Bruce Greenwood,Good Kill ,Stafford Douglas
Daston Kalili,Rai Alexandra,Daston Kalili,Insomnia Manica ,Chin-Chien Chang
William Gazecki,Bruce Vilanch,Carol Channing,The Outrageous Sophie Tucker ,Tony Bennett
Ol Parker,Olivia Williams,Jeremy Irvine,Now Is Good ,Paddy Considine
Michael Hoffman Jr.,John McGlothlin,Vincent Chimato,Girls Gone Dead ,Al Sapienza
Patrick Gilles,Dylan Baker,Emma Caulfield,America Is Still the Place ,Mike Colter
Georgia Hilton,Tim Abell,Mike Beckingham,Subconscious ,Tom Stedham
Tamra Davis,Katherine Boecher,Britney Spears,Crossroads ,Dave Allen
Jack Heller,Katherine Waterston,Shaun Sipos,Enter Nowhere ,Christopher Denham
Fernando Baez Mella,Christian Alvarez,Manny Perez,The King of Najayo ,Claudette Lalí
Warren Sheppard,Randy Jay Burrell,Jennifer Hale,Fight to the Finish ,Vincent De Paul
Darren Lynn Bousman,Barry Bostwick,Paul Sorvino,Alleluia! The Devil's Carnival ,Terrance Zdunich
Justin Paul Miller,Jennifer Landa,Mary Kate Wiles,The Sound and the Shadow ,Felix Avitia
Joel Paul Reisig,Joel Paul Reisig,Carrie Bradstreet,Rodeo Girl ,Yassie Hawkes
Catherine Gund,Sarah Callan,Elizabeth Streb,Born to Fly: Elizabeth Streb vs. Gravity ,Laura Flanders
Luke Dye,Jeff Delaney,Mike Stanley,The Little Ponderosa Zoo ,Jamison Stalsworth
Sam Raimi,Mila Kunis,Tim Holmes,Oz the Great and Powerful ,James Franco
Michael Herz,Mark Torgl,Patrick Kilpatrick,The Toxic Avenger ,Pat Ryan
Matty Rich,George T. Odom,Lawrence Gilliard Jr.,Straight Out of Brooklyn ,Matty Rich
Paul Greengrass,Nicholas Farrell,James Nesbitt,Bloody Sunday ,Tim Pigott-Smith
Alec Asten,Dennis L.A. White,Luis Sanchez,Diamond Ruff ,Fredro Starr
Hans Canosa,Thomas Lennon,Olivia Wilde,Conversations with Other Women ,Nora Zehetner
Lloyd Kaufman,Lloyd Kaufman,John Karyus,Poultrygeist: Night of the Chicken Dead ,Kate Graham
Matthew Watts,Cheyenne Jackson,Jennifer Lafleur,Mutual Friends ,Michael Stahl-David
Lloyd Bacon,Dick Powell,Ginger Rogers,42nd Street ,George Brent
Joe Kenemore,Jack Canfield,Bob Proctor,Rise of the Entrepreneur: The Search for a Better Way ,Eric Worre
Whit Stillman,Taylor Nichols,Chris Eigeman,Metropolitan ,Ellia Thompson
Kay Pollak,Frida Hallgren,Michael Nyqvist,As It Is in Heaven ,Nils-Anders Vallgårda
Eric England,Ace Marrero,Jack E. Curenton,Roadside ,Alan Pietruszewski
Jared Hess,Diedrich Bader,Jon Heder,Napoleon Dynamite ,Jon Gries
Jeremy Saulnier,Eve Plumb,Devin Ratray,Blue Ruin ,Amy Hargreaves
Oren Peli,Ashley Palmer,Micah Sloat,Paranormal Activity ,Amber Armstrong
Stacy Peralta,Jay Adams,Tony Alva,Dogtown and Z-Boys ,Jeff Ament
Terry Gilliam,Michael Palin,Eric Idle,Monty Python and the Holy Grail ,Terry Jones
Richard Glatzer,Jesse Garcia,Emily Rios,Quinceañera ,Alicia Sixtos
Sue Corcoran,Sue Corcoran,Tony Doupe,Gory Gory Hallelujah ,David Frederick White
,,,,
Jonathan Caouette,Jonathan Caouette,Greg Ayres,Tarnation ,Renee Leblanc
Ray Griggs,Chris Cox,Bill Farmer,I Want Your Money ,Mike Huckabee
Matt Jackson,Paul Elia,Kane Hodder,Love in the Time of Monsters ,Alex Sanborn
Lucio Fulci,David Warbeck,Catriona MacColl,The Beyond ,Al Cliver
,,,,
Tom Vaughan,Andrew Daly,Treat Williams,What Happens in Vegas ,Michelle Krusiec
Paul Fox,Jeff Seymour,Dov Tiefenbach,The Dark Hours ,Gordon Currie
Stephen Frears,Roshan Seth,Saeed Jaffrey,My Beautiful Laundrette ,Garry Cooper
Ari Kirschenbaum,Adam LeFevre,R. Brandon Johnson,Fabled ,Desmond Askew
Cassandra Nicolaou,Michelle Nolden,Katharine Isabelle,Show Me ,Gabriel Hogan
Ingmar Bergman,Ingrid Thulin,Liv Ullmann,Cries & Whispers ,Erland Josephson
D.W. Griffith,Mae Marsh,Lillian Gish,Intolerance: Love's Struggle Throughout the Ages ,Walter Long
Roger Nygard,DeForest Kelley,Walter Koenig,Trekkies ,James Doohan
Harry Beaumont,Bessie Love,Anita Page,The Broadway Melody ,Charles King
Sam Raimi,Betsy Baker,Ted Raimi,The Evil Dead ,Ellen Sandweiss
Franck Khalfoun,Nora Arnezeder,America Olivo,Maniac ,Liane Balaban
Mor Loushy,,Amos Oz,Censored Voices ,
Henry Alex Rubin,Joe Bishop,Mark Zupan,Murderball ,Andy Cohn
Sam Firstenberg,Steve James,Michael Dudikoff,American Ninja 2: The Confrontation ,Larry Poindexter
Doug Block,Ellen Block,Carol Block,51 Birch Street ,Mike Block
,,,,
Chad Kapper,Natalie Welch,Tom E. Nicholson,Rotor DR1 ,Christian Kapper
John Carpenter,Donald Pleasence,Jamie Lee Curtis,Halloween ,P.J. Soles
Sidney Lumet,Lee J. Cobb,Jack Warden,12 Angry Men ,John Fiedler
Paul Fierlinger,Peter Gerety,Isabella Rossellini,My Dog Tulip ,Lynn Redgrave
Frank Capra,Alan Hale,Claudette Colbert,It Happened One Night ,Walter Connolly
Yorgos Lanthimos,Mary Tsoni,Angeliki Papoulia,Dogtooth ,Sissy Petropoulou
Lauren Lazin,Gary Coleman,James Cagney,Tupac: Resurrection ,Todd Bridges
Gavin O'Connor,Janet McTeer,Kimberly J. Brown,Tumbleweeds ,Lois Smith
Gregory Widen,Adam Goldberg,Viggo Mortensen,The Prophecy ,Virginia Madsen
Cédric Klapisch,Zinedine Soualem,Simon Abkarian,When the Cat's Away ,Jane Bradbury
Peter Hedges,Adrian Martinez,Oliver Platt,Pieces of April ,Derek Luke
Niall Johnson,Mark Caven,Kevin Howarth,The Big Swap ,Thierry Harcourt
Kelly Reichardt,Lucy,Daniel London,Old Joy ,Will Oldham
Kelly Reichardt,Lucy,John Robinson,Wendy and Lucy ,Will Oldham
Eric Mendelsohn,Edie Falco,Embeth Davidtz,3 Backyards ,Kathryn Erbe
Jean-Luc Godard,Anna Karina,Jean-Paul Belmondo,Pierrot le Fou ,Graziella Galvani
Florence Ayisi,Beatrice Ntuba,Vera Ngassa,Sisters in Law ,
Pan Nalin,,,Ayurveda: Art of Being ,
Michael Roemer,Gloria Foster,Yaphet Kotto,Nothing But a Man ,Ivan Dixon
Jesse Peretz,Eli Marienthal,Robert John Burke,"First Love, Last Rites ",Natasha Gregson Wagner
Eddie O'Flaherty,Eddie Jones,Don Wallace,Fighting Tommy Riley ,Christina Chambers
Babar Ahmed,Alexander Wraith,Lalaine,Royal Kill ,Darren Kendrick
Julie Taymor,T.V. Carpio,Jim Sturgess,Across the Universe ,Robert Clohessy
John D. Hancock,Elizabeth Stenholt,Trish Basinger,The Looking Glass ,Mary Norwood
Paul Bartel,David Carradine,Sylvester Stallone,Death Race 2000 ,Martin Kove
Bruce Dellis,Ricky Schroder,Tatyana Ali,Locker 13 ,Jon Polito
Pece Dingo,Wilhelm von Homburg,Michael Des Barres,Midnight Cabaret ,Thom Mathews
Jerome Elston Scott,Joanna Cassidy,Taran Killam,Anderson's Cross ,Ryan Carnes
Étienne Faure,Pierre Prieur,Rumi Missabu,Bizarre ,Raquel Nave
Herb Freed,Carmen Argenziano,Linnea Quigley,Graduation Day ,Vanna White
Jack Perez,Barry Bostwick,Kevin Corrigan,Some Guy Who Kills People ,Ahmed Best
Craig Zobel,Matt Servitto,Dreama Walker,Compliance ,James McCaffrey
Kevin Smith,Ethan Suplee,Matt Damon,Chasing Amy ,Joey Lauren Adams
Nicole Holofcener,Brenda Blethyn,Aunjanue Ellis,Lovely & Amazing ,Raven Goodwin
Ken Del Conte,Robert Miano,Hector Echavarria,Death Calls ,Ron Roggé
Justin Lin,Jason Tobin,Parry Shen,Better Luck Tomorrow ,Collin Kahey
Maria Maggenti,Laurel Holloman,Nicole Ari Parker,The Incredibly True Adventure of Two Girls in Love ,Stephanie Berry
Miguel Arteta,Mike White,Lupe Ontiveros,Chuck & Buck ,Chris Weitz
Piyush Dinker Pandya,Rizwan Manji,Purva Bedi,American Desi ,Anil Kumar
Daniel Columbie,Nicholas Simmons,Keri Maletto,Amidst the Devil's Wings ,Barbie Castro
Vincenzo Natali,Julian Richings,David Hewlett,Cube ,Nicole de Boer
Emma-Kate Croghan,Frances O'Connor,Radha Mitchell,Love and Other Catastrophes ,Matt Day
Bill Plympton,Bill Martone,Charis Michelsen,I Married a Strange Person! ,Richard Spore
Greg Harrison,Anne Archer,Amir Talai,November ,Nora Dunn
Drake Doremus,Charlie Bewley,Jennifer Lawrence,Like Crazy ,Finola Hughes
Al Franklin,Steffinnie Phrommany,Marshal Hilton,Teeth and Blood ,Clint Jung
Allison Anders,Rosanna Arquette,Ally Sheedy,Sugar Town ,John Doe
Michael Kang,Clint Jordan,Samantha Futerman,The Motel ,Jackie Nova
Paul Schrader,Gus Van Sant,Nolan Gerard Funk,The Canyons ,James Deen
,,,,
Lori Silverbush,Flaco Navaja,Judy Marte,On the Outs ,Dominic Colón
Jeff Nichols,Natalie Canerday,Michael Abbott Jr.,Shotgun Stories ,Travis Smith
Stuart Hazeldine,Luke Mably,Colin Salmon,Exam ,Pollyanna McIntosh
Hilary Brougher,Samantha Buck,James Urbaniak,The Sticky Fingers of Time ,Terumi Matthews
Rachel Goldenberg,Mark Hengst,Dustin Fitzsimons,Sunday School Musical ,Debra Lynn Hull
Corbin Bernsen,Lorne Cardinal,Corbin Bernsen,Rust ,Kirsten Collins
Jamin Winans,Marty Lindsey,Eme Ikwuakor,Ink ,Jessica Duffy
Tom Seidman,Derek Brandon,Florence Henderson,The Christmas Bunny ,Charles Irving Beale
Jason Naumann,Kate Flannery,Victoria Jackson,Jesus People ,Tim Bagley
Matt Cimber,June Lockhart,Stacy Keach,Butterfly ,Stuart Whitman
Sam Martin,Steve Duin,Sam Adams,UnDivided ,Jeff Jacob
Andrew Hyatt,Brit Morgan,Noah Segan,The Frozen ,Sedona James
Dan Curtis,Campbell Scott,Jennifer Jason Leigh,The Love Letter ,Estelle Parsons
Joel Paul Reisig,Dana Blackstone,Joshua Ray Bell,Horse Camp ,Annelyse Ahmad
Kristin Rizzo,Robert Davi,Esai Morales,Give Me Shelter ,Elaine Hendrix
King Vidor,Renée Adorée,John Gilbert,The Big Parade ,Claire Adams
Ward Roberts,Jacob Zachar,Sid Haig,Little Big Top ,Travis Betz
Zoran Lisinac,Brock Baker,Matthew Emerick,Along the Roadside ,Sheldon Bailey
Nicolas Winding Refn,James Lance,Tom Hardy,Bronson ,Matt King
James O'Brien,Vivian Lamolli,Mark Fantasia,Western Religion ,Greg Jackson
Tom Putnam,Donald Austin,Brendan Doogie Milewski,Burn ,Craig Dougherty
Jon Shear,Josh Hamilton,Dan Futterman,Urbania ,Matt Keeslar
Al Silliman Jr.,Nancy Ison,Christina Hart,The Stewardesses ,William Condos
Eugène Lourié,Cecil Kellaway,Kenneth Tobey,"The Beast from 20,000 Fathoms ",Ross Elliott
Richard Fleischer,Robert J. Wilke,James Mason,"20,000 Leagues Under the Sea ",Paul Lukas
George Miller,Steve Bisley,Hugh Keays-Byrne,Mad Max ,Joanne Samuel
Doug Liman,Alex Désert,Jon Favreau,Swingers ,Blake Lindsley
Sergio Leone,Gian Maria Volontè,Clint Eastwood,A Fistful of Dollars ,Aldo Sambrell
Lowell Sherman,Gilbert Roland,Mae West,She Done Him Wrong ,Louise Beavers
Maurizio Benazzo,Jasper Johal,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela ,Swami Krishnanad
David G. Evans,Chris Thomas,Michael Joiner,The Grace Card ,Michael Higgenbottom
Ava DuVernay,David Oyelowo,Omari Hardwick,Middle of Nowhere ,Lorraine Toussaint
Tom Tykwer,Sebastian Schipper,Devid Striesow,3 ,Sophie Rois
Sherman Alexie,Leo Rossi,William Joseph Elk III,The Business of Fancydancing ,Cynthia Geary
Justin Dillon,Natasha Bedingfield,Matisyahu,Call + Response ,Madeleine Albright
Steven Soderbergh,David Costabile,Channing Tatum,Side Effects ,Katie Lowes
Stevan Mena,Stevan Mena,R. Brandon Johnson,Malevolence ,Richard Glover
Adam Rifkin,Adam Rifkin,Marri Savinar,Shooting the Warwicks ,Bethany Blakey
Eric Valette,Ryan Kennedy,Melanie Papalia,Super Hybrid ,John Reardon
Jay Duplass,Jennifer Lafleur,Greta Gerwig,Baghead ,Elise Muller
Livingston Oden,Victoria Lachelle,Susan Chambers,Solitude ,Ali Daniels
Chris Marker,Bertrand Cantat,Marina Vlady,The Case of the Grinning Cat ,Léon Schwartzenberg
Carl Theodor Dreyer,Sylvia Eckhausen,Hanne Aagesen,Ordet ,Ejner Federspiel
Marianna Palka,Martin Starr,Bryce Dallas Howard,Good Dick ,Jason Ritter
Richard Schenkman,John Billingsley,William Katt,The Man from Earth ,David Lee Smith
Ricki Stern,Evelyn Jefferson,Darryl Hunt,The Trials of Darryl Hunt ,John Reeves
Nadia Tass,Jordan Bridges,Mia Farrow,An American Girl Holiday ,Bruce Gooch
James Kerwin,Chase Masterson,John Newton,Yesterday Was a Lie ,H.M. Wynant
C. Fraser Press,Robert Turano,Elaine Bromka,Theresa Is a Mother ,Matthew Gumley
Rania Attieh,Robin Bartlett,Paul Hickert,H. ,Rebecca Dayan
Sharon Greytak,Alex Emanuel,Sally Kirkland,Archaeology of a Woman ,Elaine Bromka
Majid Majidi,Amir Farrokh Hashemian,Bahare Seddiqi,Children of Heaven ,Mohammad Amir Naji
Andrew Haigh,Chris New,Tom Cullen,Weekend ,Vauxhall Jermaine
Spike Lee,Joie Lee,S. Epatha Merkerson,She's Gotta Have It ,Tracy Camilla Johns
Cary Bell,Stacie Evans,Abigail Evans,Butterfly Girl ,Emily Gorell
Nicolae Constantin Tanase,Ana Maria Guran,Iulia Ciochina,The World Is Mine ,Ana Vatamanu
Mike Cahill,William Mapother,Robin Lord Taylor,Another Earth ,Flint Beverage
Jason Stone,Ellen Burstyn,Topher Grace,The Calling ,Christopher Heyerdahl
Melvin Van Peebles,Mario Van Peebles,John Amos,Sweet Sweetback's Baadasssss Song ,Melvin Van Peebles
Ken Roht,Joe Lev,Charla Cochran,Perfect Cowboy ,Sienna Beckman
Gary Winick,Aaron Stanford,Bebe Neuwirth,Tadpole ,Ron Rifkin
John Carney,Markéta Irglová,Glen Hansard,Once ,Darren Healy
Robinson Devor,Eugene Roche,Marilyn Rising,The Woman Chaser ,Max Kerstein
Michel Orion Scott,Rowan Isaacson,Temple Grandin,The Horse Boy ,Simon Baron-Cohen
Pat Holden,Martin Compston,Alan Brent,When the Lights Went Out ,Kate Ashfield
Eric Bugbee,Bill Allen,Joel Moody,Heroes of Dirt ,Lia Tucker
Tobe Hooper,Edwin Neal,Gunnar Hansen,The Texas Chain Saw Massacre ,Marilyn Burns
Bill Melendez,Bill Melendez,Peter Robbins,A Charlie Brown Christmas ,Christopher Shea
Dena Seidel,Hugh Ducklow,Naderev Sano,Antarctic Edge: 70° South ,Mike Brett
Deborah Anderson,Jesse Jane,Lisa Ann,Aroused ,Kayden Kross
Sara Newens,Xinhua Jiang,Ariel Hsing,Top Spin ,Michael Landers
Michael Moore,Pat Boone,Michael Moore,Roger & Me ,Bob Eubanks
Paul Schrader,Ruby Dee,Ed Begley Jr.,Cat People ,John Heard
Sai Varadan,Hassan Johnson,J.D. Williams,An American in Hollywood ,Samantha Esteban
Zal Batmanglij,James Urbaniak,Christopher Denham,Sound of My Voice ,Constance Wu
Amal Al-Agroobi,,,The Brain That Sings ,
Andrew Berends,,,The Blood of My Brother ,
Lynn Shelton,Mike Birbiglia,Mark Duplass,Your Sister's Sister ,Mel Eslyn
Valentine,Valentine,Diane Sorrentino,Romantic Schemer ,
David Hewlett,David Hewlett,Christopher Judge,A Dog's Breakfast ,Paul McGillion
